review_id,shop_id,shop_name,platform,category,city,district,user_id,username,user_level,vip_status,review_content,review_score,score_text,review_time,like_count,reply_count,order_type,dishes,images,sentiment_label,sentiment,absa_aspects,crawl_time
15735eda9f256d84,S007,小南国（南京西路旗舰店）,dianping,粤菜,上海,静安区,U015,杭州西湖边的鱼,6,False,来广州必打卡！广州酒家的虾饺皇是招牌，皮透薄，虾仁脆弹，配当地茶特别对味，来了三次了！,5,口味5.0|环境4.6|服务4.7,2026-05-14 19:28:05,5,0,堂食,虾饺皇|蛋挞|马拉糕,https://p0.meituan.net/food/sample_6588.jpg|https://p0.meituan.net/food/sample_4583.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""招牌""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}, {""aspect"": ""回头率"", ""opinion"": ""高""}]",2026-05-21 10:00:05
0af23d8e760eb803,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U031,外卖重度用户,2,False,龙抄手的皮薄馅鲜，汤底清甜，红油钞手辣而不燥。价格亲民，来成都不打卡太可惜了！,5,口味5.0|环境4.0|服务4.3,2026-05-14 05:50:05,2,0,堂食,红油抄手|清汤抄手|赖汤圆,https://p0.meituan.net/food/sample_3314.jpg|https://p0.meituan.net/food/sample_4904.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""鲜""}, {""aspect"": ""价格"", ""opinion"": ""亲民""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}]",2026-05-21 10:00:05
a8be7a9ba2837b0e,S013,陶陶居（恩宁路店）,meituan,粤菜,广州,荔湾区,U014,低调食家老李,8,True,来广州必打卡！广州酒家的虾饺皇是招牌，皮透薄，虾仁脆弹，配当地茶特别对味，来了三次了！,5,口味5.0|环境4.6|服务4.7,2026-05-13 19:26:05,4,0,堂食,虾饺皇|蛋挞|马拉糕,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""招牌""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}, {""aspect"": ""回头率"", ""opinion"": ""高""}]",2026-05-21 10:00:05
527e9539862522ec,S013,陶陶居（恩宁路店）,meituan,粤菜,广州,荔湾区,U014,低调食家老李,8,True,百年老字号，值得信赖！烧鹅皮脆肉嫩，白切鸡蘸姜葱蒜超香，老火靓汤喝了暖胃。强烈推荐给来广州的朋友。,5,口味5.0|环境4.5|服务4.6,2026-05-13 12:48:05,3,0,堂食,烧鹅|白切鸡|老火靓汤,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""地道""}, {""aspect"": ""品质"", ""opinion"": ""高""}, {""aspect"": ""推荐"", ""opinion"": ""给外地人""}]",2026-05-21 10:00:05
cd4d744e18da8751,S016,渔人码头海鲜大排档,dianping,海鲜,深圳,南山区,U009,周末觅食记,5,False,海鲜价格虚高，斤两缩水严重，活鱼买时1.5斤称出来1斤，投诉被糊弄过去，不会再来了。,1,口味3.5|服务1.0,2026-05-12 17:04:05,0,1,堂食,清蒸鲈鱼,,-1,negative,"[{""aspect"": ""价格"", ""opinion"": ""欺诈""}, {""aspect"": ""称重"", ""opinion"": ""不准""}, {""aspect"": ""诚信"", ""opinion"": ""差""}]",2026-05-21 10:00:05
a2c61b1c5649f342,S006,禅意日料（静安寺店）,dianping,日料,上海,静安区,U008,萌新吃货酱酱,1,False,刺身不新鲜，三文鱼颜色暗淡，吃了有点腥味。价格很高但质量不配，服务员不主动，续茶要等很久。,2,口味2.0|环境3.8|服务2.5,2026-05-11 15:26:05,2,0,堂食,三文鱼刺身|海胆,https://p0.meituan.net/food/sample_9441.jpg,-1,negative,"[{""aspect"": ""新鲜度"", ""opinion"": ""不新鲜""}, {""aspect"": ""价格"", ""opinion"": ""贵""}, {""aspect"": ""服务"", ""opinion"": ""被动""}]",2026-05-21 10:00:05
2545ca303daafa9c,S011,巴国布衣（二环路店）,dianping,川菜,成都,武侯区,U021,下班觅食,2,False,外卖25分钟到！保温做得好，到手还是热的。麻辣香锅料足，辣度可以备注，强烈推荐，下次还会点！,5,口味5.0|服务5.0,2026-05-11 15:04:05,1,1,外卖,麻辣香锅,https://p0.meituan.net/food/sample_5933.jpg|https://p0.meituan.net/food/sample_8323.jpg|https://p0.meituan.net/food/sample_7375.jpg|https://p0.meituan.net/food/sample_5401.jpg|https://p0.meituan.net/food/sample_6305.jpg,1,positive,"[{""aspect"": ""配送速度"", ""opinion"": ""很快""}, {""aspect"": ""保温"", ""opinion"": ""好""}, {""aspect"": ""分量"", ""opinion"": ""足""}]",2026-05-21 10:00:05
584a46f2ade8e54f,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U007,老饕食评人,9,True,知味观小笼包皮薄汤汁足，一口一个超满足。葱包烩也很有特色，杭州必吃，价格接受度高。,4,口味4.8|环境4.2|服务4.3,2026-05-10 20:06:05,0,0,堂食,小笼包|葱包烩,,1,positive,"[{""aspect"": ""汤汁"", ""opinion"": ""足""}, {""aspect"": ""口味"", ""opinion"": ""很好""}, {""aspect"": ""价格"", ""opinion"": ""合理""}]",2026-05-21 10:00:05
44ce3b28acbec89c,S016,渔人码头海鲜大排档,dianping,海鲜,深圳,南山区,U022,职业点评人,8,True,广州早茶天花板！虾饺皮薄馅足，叉烧包烤色金黄，肠粉滑嫩弹牙，配茶刚刚好，服务阿姨很亲切。,5,口味5.0|环境4.8|服务4.8,2026-05-10 02:16:05,0,0,堂食,虾饺|叉烧包|肠粉|普洱茶,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""天花板""}, {""aspect"": ""分量"", ""opinion"": ""足""}, {""aspect"": ""服务"", ""opinion"": ""亲切""}]",2026-05-21 10:00:05
edcb0e46a5a84446,S019,新荣记（武林广场店）,dianping,台州菜,杭州,拱墅区,U022,职业点评人,8,True,西湖醋鱼味道一般，酸甜比例不协调，鱼肉有点腥。楼外楼名气大，但实际体验一般，更多是在消费情怀。,3,口味3.2|环境4.5|服务4.0,2026-05-09 22:50:05,5,0,堂食,西湖醋鱼,https://p0.meituan.net/food/sample_2827.jpg|https://p0.meituan.net/food/sample_7454.jpg|https://p0.meituan.net/food/sample_4184.jpg|https://p0.meituan.net/food/sample_6981.jpg,0,neutral,"[{""aspect"": ""口味"", ""opinion"": ""一般""}, {""aspect"": ""情怀"", ""opinion"": ""有""}, {""aspect"": ""性价比"", ""opinion"": ""一般""}]",2026-05-21 10:00:05
57d89a610ed1b212,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U008,萌新吃货酱酱,1,False,知味观小笼包皮薄汤汁足，一口一个超满足。葱包烩也很有特色，杭州必吃，价格接受度高。,4,口味4.8|环境4.2|服务4.3,2026-05-08 21:49:05,4,0,堂食,小笼包|葱包烩,https://p0.meituan.net/food/sample_6612.jpg,1,positive,"[{""aspect"": ""汤汁"", ""opinion"": ""足""}, {""aspect"": ""口味"", ""opinion"": ""很好""}, {""aspect"": ""价格"", ""opinion"": ""合理""}]",2026-05-21 10:00:05
8405f0df657caca4,S012,广州酒家（文昌路总店）,dianping,粤菜,广州,荔湾区,U028,养生食堂,4,False,来广州必打卡！广州酒家的虾饺皇是招牌，皮透薄，虾仁脆弹，配当地茶特别对味，来了三次了！,5,口味5.0|环境4.6|服务4.7,2026-05-06 03:45:05,1,0,堂食,虾饺皇|蛋挞|马拉糕,https://p0.meituan.net/food/sample_6356.jpg|https://p0.meituan.net/food/sample_4517.jpg|https://p0.meituan.net/food/sample_1737.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""招牌""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}, {""aspect"": ""回头率"", ""opinion"": ""高""}]",2026-05-21 10:00:05
07896f64ce0b86a2,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U030,米其林追星族,8,True,生煎不新鲜，底部焦过头了，有点苦味，汁水也少，和网上说的相差太多，踩坑了。,2,口味2.0|环境3.8|服务3.5,2026-05-06 03:38:05,3,0,堂食,生煎包,,-1,negative,"[{""aspect"": ""新鲜度"", ""opinion"": ""不新鲜""}, {""aspect"": ""口感"", ""opinion"": ""苦""}, {""aspect"": ""汁水"", ""opinion"": ""少""}]",2026-05-21 10:00:05
9a22f4dd8185bd2b,S001,海底捞火锅（王府井店）,dianping,火锅,北京,东城区,U024,北漂吃货联盟,6,True,外卖25分钟到！保温做得好，到手还是热的。麻辣香锅料足，辣度可以备注，强烈推荐，下次还会点！,5,口味5.0|服务5.0,2026-05-04 12:25:05,1,1,外卖,麻辣香锅,https://p0.meituan.net/food/sample_6487.jpg|https://p0.meituan.net/food/sample_4402.jpg|https://p0.meituan.net/food/sample_4750.jpg|https://p0.meituan.net/food/sample_1435.jpg,1,positive,"[{""aspect"": ""配送速度"", ""opinion"": ""很快""}, {""aspect"": ""保温"", ""opinion"": ""好""}, {""aspect"": ""分量"", ""opinion"": ""足""}]",2026-05-21 10:00:05
6fe2a077810c320e,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U006,广州早茶控,7,True,大壶春生煎皮薄汁多，底部煎得金黄焦脆，一口下去满嘴油香，配上辣酱绝了，排队也值得！,5,口味5.0|环境3.5|服务4.2,2026-05-03 20:22:05,11,1,堂食,生煎包|辣酱,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""极好""}, {""aspect"": ""皮"", ""opinion"": ""酥脆""}, {""aspect"": ""汁水"", ""opinion"": ""丰富""}]",2026-05-21 10:00:05
8fab0b75c6d28b47,S018,知味观（仁和路店）,meituan,小吃,杭州,上城区,U013,二胖的食记本,5,False,生煎不新鲜，底部焦过头了，有点苦味，汁水也少，和网上说的相差太多，踩坑了。,2,口味2.0|环境3.8|服务3.5,2026-05-03 14:02:05,5,0,堂食,生煎包,https://p0.meituan.net/food/sample_3122.jpg,-1,negative,"[{""aspect"": ""新鲜度"", ""opinion"": ""不新鲜""}, {""aspect"": ""口感"", ""opinion"": ""苦""}, {""aspect"": ""汁水"", ""opinion"": ""少""}]",2026-05-21 10:00:05
dc028f27310eea1d,S019,新荣记（武林广场店）,dianping,台州菜,杭州,拱墅区,U031,外卖重度用户,2,False,知味观小笼包皮薄汤汁足，一口一个超满足。葱包烩也很有特色，杭州必吃，价格接受度高。,4,口味4.8|环境4.2|服务4.3,2026-05-03 08:37:05,6,0,堂食,小笼包|葱包烩,,1,positive,"[{""aspect"": ""汤汁"", ""opinion"": ""足""}, {""aspect"": ""口味"", ""opinion"": ""很好""}, {""aspect"": ""价格"", ""opinion"": ""合理""}]",2026-05-21 10:00:05
ad1562262ac8a13e,S005,蜀大侠串串香（南京东路店）,meituan,串串香,上海,黄浦区,U013,二胖的食记本,5,False,龙抄手的皮薄馅鲜，汤底清甜，红油钞手辣而不燥。价格亲民，来成都不打卡太可惜了！,5,口味5.0|环境4.0|服务4.3,2026-05-02 16:23:05,5,0,堂食,红油抄手|清汤抄手|赖汤圆,https://p0.meituan.net/food/sample_7494.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""鲜""}, {""aspect"": ""价格"", ""opinion"": ""亲民""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}]",2026-05-21 10:00:05
91765998243386d5,S020,外婆家（西湖文化广场店）,meituan,杭帮菜,杭州,西湖区,U025,广东人爱喝汤,7,False,知味观小笼包皮薄汤汁足，一口一个超满足。葱包烩也很有特色，杭州必吃，价格接受度高。,4,口味4.8|环境4.2|服务4.3,2026-05-02 14:37:05,1,2,堂食,小笼包|葱包烩,https://p0.meituan.net/food/sample_3537.jpg|https://p0.meituan.net/food/sample_5266.jpg|https://p0.meituan.net/food/sample_7516.jpg|https://p0.meituan.net/food/sample_9687.jpg,1,positive,"[{""aspect"": ""汤汁"", ""opinion"": ""足""}, {""aspect"": ""口味"", ""opinion"": ""很好""}, {""aspect"": ""价格"", ""opinion"": ""合理""}]",2026-05-21 10:00:05
a5a5ae2d248d84a3,S017,楼外楼（孤山路旗舰店）,dianping,杭帮菜,杭州,西湖区,U011,上海小资姐,6,True,外婆家性价比很高，藕粉、西湖醋鱼、东坡肉都好吃，排队要等，但值得。服务人员很热情。,4,口味4.5|环境4.4|服务4.4,2026-05-02 13:07:05,0,1,堂食,西湖醋鱼|东坡肉|藕粉,https://p0.meituan.net/food/sample_6057.jpg|https://p0.meituan.net/food/sample_7694.jpg|https://p0.meituan.net/food/sample_9102.jpg|https://p0.meituan.net/food/sample_4101.jpg|https://p0.meituan.net/food/sample_6352.jpg,1,positive,"[{""aspect"": ""性价比"", ""opinion"": ""高""}, {""aspect"": ""口味"", ""opinion"": ""不错""}, {""aspect"": ""等待"", ""opinion"": ""值""}]",2026-05-21 10:00:05
20ab3da9bde12150,S015,皇庭广场鸿福楼（购物中心店）,meituan,粤菜,深圳,福田区,U005,辣妹子的厨房,6,True,来广州必打卡！广州酒家的虾饺皇是招牌，皮透薄，虾仁脆弹，配当地茶特别对味，来了三次了！,5,口味5.0|环境4.6|服务4.7,2026-05-01 09:30:05,0,2,堂食,虾饺皇|蛋挞|马拉糕,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""招牌""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}, {""aspect"": ""回头率"", ""opinion"": ""高""}]",2026-05-21 10:00:05
d5b9a13a799029b5,S011,巴国布衣（二环路店）,dianping,川菜,成都,武侯区,U020,美食博主小红,9,True,龙抄手的皮薄馅鲜，汤底清甜，红油钞手辣而不燥。价格亲民，来成都不打卡太可惜了！,5,口味5.0|环境4.0|服务4.3,2026-04-30 22:17:05,0,0,堂食,红油抄手|清汤抄手|赖汤圆,https://p0.meituan.net/food/sample_6097.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""鲜""}, {""aspect"": ""价格"", ""opinion"": ""亲民""}, {""aspect"": ""必打卡"", ""opinion"": ""是""}]",2026-05-21 10:00:05
ffb4a74d93496dea,S004,护国寺小吃（新街口店）,dianping,小吃,北京,西城区,U024,北漂吃货联盟,6,True,生煎不新鲜，底部焦过头了，有点苦味，汁水也少，和网上说的相差太多，踩坑了。,2,口味2.0|环境3.8|服务3.5,2026-04-29 14:38:05,6,0,堂食,生煎包,,-1,negative,"[{""aspect"": ""新鲜度"", ""opinion"": ""不新鲜""}, {""aspect"": ""口感"", ""opinion"": ""苦""}, {""aspect"": ""汁水"", ""opinion"": ""少""}]",2026-05-21 10:00:05
a538a1b2ec9f0c30,S013,陶陶居（恩宁路店）,meituan,粤菜,广州,荔湾区,U027,寿司控阿强,6,True,陶陶居的点心种类超多，推车服务很有仪式感，煎萝卜糕外脆内软，糯米鸡香气扑鼻，性价比不错。,4,口味4.7|环境4.5|服务4.4,2026-04-28 23:13:05,1,1,堂食,煎萝卜糕|糯米鸡|虾饺皇,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""香""}, {""aspect"": ""种类"", ""opinion"": ""多""}, {""aspect"": ""性价比"", ""opinion"": ""不错""}]",2026-05-21 10:00:05
c958b47b00e3b1ea,S016,渔人码头海鲜大排档,dianping,海鲜,深圳,南山区,U031,外卖重度用户,2,False,海鲜价格虚高，斤两缩水严重，活鱼买时1.5斤称出来1斤，投诉被糊弄过去，不会再来了。,1,口味3.5|服务1.0,2026-04-28 14:23:05,1,0,堂食,清蒸鲈鱼,,-1,negative,"[{""aspect"": ""价格"", ""opinion"": ""欺诈""}, {""aspect"": ""称重"", ""opinion"": ""不准""}, {""aspect"": ""诚信"", ""opinion"": ""差""}]",2026-05-21 10:00:05
40c2133f1713e133,S009,川渝人家正宗川菜（春熙路店）,meituan,川菜,成都,锦江区,U010,川渝食神,8,True,油太多了，吃了很腻，锅里全是辣椒油，菜根本看不见。服务员催单催得很烦，体验很不好。,2,口味2.5|环境3.0|服务2.0,2026-04-28 10:25:05,1,1,堂食,干锅花菜|辣子鸡,,-1,negative,"[{""aspect"": ""油腻"", ""opinion"": ""很腻""}, {""aspect"": ""服务"", ""opinion"": ""催单""}, {""aspect"": ""口味"", ""opinion"": ""过重""}]",2026-05-21 10:00:05
61eee3ad031d1180,S011,巴国布衣（二环路店）,dianping,川菜,成都,武侯区,U019,深圳漂流记,3,False,正宗川菜！回锅肉肥而不腻，麻婆豆腐麻辣鲜香，口水鸡配料丰富。价格公道，家庭聚餐首选，停车方便，常来！,5,口味5.0|环境4.2|服务4.5,2026-04-27 21:32:05,3,1,堂食,回锅肉|麻婆豆腐|口水鸡,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""正宗""}, {""aspect"": ""价格"", ""opinion"": ""公道""}, {""aspect"": ""停车"", ""opinion"": ""方便""}]",2026-05-21 10:00:05
e8d7f8f8b0c088b6,S009,川渝人家正宗川菜（春熙路店）,meituan,川菜,成都,锦江区,U008,萌新吃货酱酱,1,False,夫妻肺片做得非常地道，花椒味十足，辣而不燥。服务员推荐了一道招牌干锅虾，果然没让我失望，下次还点！,5,口味5.0|环境4.0|服务4.5,2026-04-26 19:34:05,7,1,堂食,夫妻肺片|干锅虾,https://p0.meituan.net/food/sample_4782.jpg,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""地道""}, {""aspect"": ""服务"", ""opinion"": ""推荐准确""}, {""aspect"": ""辣度"", ""opinion"": ""刚好""}]",2026-05-21 10:00:05
cd1f01577fae5c3a,S008,大壶春生煎（云南路店）,meituan,小吃,上海,黄浦区,U006,广州早茶控,7,True,炸酱面是一绝！酱香浓郁，面条筋道，配菜齐全，分量很大，一碗就够。服务效率高，地道的北京味儿！,4,口味5.0|环境3.5|服务4.0,2026-04-25 09:03:05,5,0,堂食,老北京炸酱面|芥末墩,,1,positive,"[{""aspect"": ""口味"", ""opinion"": ""正宗""}, {""aspect"": ""分量"", ""opinion"": ""足""}, {""aspect"": ""服务"", ""opinion"": ""高效""}]",2026-05-21 10:00:05
0c51767781d19be6,S017,楼外楼（孤山路旗舰店）,dianping,杭帮菜,杭州,西湖区,U009,周末觅食记,5,False,外婆家性价比很高，藕粉、西湖醋鱼、东坡肉都好吃，排队要等，但值得。服务人员很热情。,4,口味4.5|环境4.4|服务4.4,2026-04-25 00:19:05,7,1,堂食,西湖醋鱼|东坡肉|藕粉,https://p0.meituan.net/food/sample_6353.jpg|https://p0.meituan.net/food/sample_6566.jpg|https://p0.meituan.net/food/sample_7303.jpg|https://p0.meituan.net/food/sample_5871.jpg|https://p0.meituan.net/food/sample_8275.jpg,1,positive,"[{""aspect"": ""性价比"", ""opinion"": ""高""}, {""aspect"": ""口味"", ""opinion"": ""不错""}, {""aspect"": ""等待"", ""opinion"": ""值""}]",2026-05-21 10:00:05
1676383046f779e3,S005,蜀大侠串串香（南京东路店）,meituan,串串香,上海,黄浦区,U016,粤菜情结,7,True,外卖25分钟到！保温做得好，到手还是热的。麻辣香锅料足，辣度可以备注，强烈推荐，下次还会点！,5,口味5.0|服务5.0,2026-04-24 17:38:05,1,1,外卖,麻辣香锅,,1,positive,"[{""aspect"": ""配送速度"", ""opinion"": ""很快""}, {""aspect"": ""保温"", ""opinion"": ""好""}, {""aspect"": ""分量"", ""opinion"": ""足""}]",2026-05-21 10:00:05
21cea6c19b497d0e,S019,新荣记（武林广场店）,dianping,台州菜,杭州,拱墅区,U028,养生食堂,4,False,排队一小时才进去，味道还可以但不算惊艳，东坡肉偏甜，对于口味偏清淡的北方人来说太甜了。,3,口味3.5|环境4.2|服务3.8,2026-04-21 05:30:05,4,2,堂食,东坡肉|龙井虾仁,,0,neutral,"[{""aspect"": ""等待"", ""opinion"": ""长""}, {""aspect"": ""口味"", ""opinion"": ""偏甜""}, {""aspect"": ""地域"", ""opinion"": ""口味差异""}]",2026-05-21 10:00:05
17411d2abd7ce408,S012,广州酒家（文昌路总店）,dianping,粤菜,广州,荔湾区,U007,老饕食评人,9,True,海鲜价格虚高，斤两缩水严重，活鱼买时1.5斤称出来1斤，投诉被糊弄过去，不会再来了。,1,口味3.5|服务1.0,2026-04-19 23:03:05,0,0,堂食,清蒸鲈鱼,,-1,negative,"[{""aspect"": ""价格"", ""opinion"": ""欺诈""}, {""aspect"": ""称重"", ""opinion"": ""不准""}, {""aspect"": ""诚信"", ""opinion"": ""差""}]",2026-05-21 10:00:05
40309f06b5b99e19,S003,便宜坊烤鸭（天桥店）,meituan,烤鸭,北京,西城区,U014,低调食家老李,8,True,环境宽敞，但服务慢，等了20分钟才有人来点菜。烤鸭口感一般，比不上全聚德，但价格便宜些。,3,口味3.5|环境4.2|服务3.0,2026-04-18 14:46:05,1,0,堂食,烤鸭,,0,neutral,"[{""aspect"": ""服务"", ""opinion"": ""慢""}, {""aspect"": ""口味"", ""opinion"": ""一般""}, {""aspect"": ""价格"", ""opinion"": ""便宜""}]",2026-05-21 10:00:05
